question_id,question_text,variable,option_text,response_scale,model_response,status
Q1,"Для каждой из сторон жизни, которые я сейчас перечислю, скажите, пожалуйста, является ли она для Вас очень важной; довольно важной; не важной или совсем не важной?",v1,Работа,"1 (Очень важно) - 2 (Довольно важно) - 3 (не важно) - 4 (совсем не важно) - 8 (Затр. ответить, /НЕ ЧИТАТЬ/) - 9 (Отказ, /НЕ ЧИТАТЬ/)",Final answer: @@1@@,success
Q1,"Для каждой из сторон жизни, которые я сейчас перечислю, скажите, пожалуйста, является ли она для Вас очень важной; довольно важной; не важной или совсем не важной?",v2,Семья,"1 (Очень важно) - 2 (Довольно важно) - 3 (не важно) - 4 (совсем не важно) - 8 (Затр. ответить, /НЕ ЧИТАТЬ/) - 9 (Отказ, /НЕ ЧИТАТЬ/)",Final answer: @@1@@,success
Q1,"Для каждой из сторон жизни, которые я сейчас перечислю, скажите, пожалуйста, является ли она для Вас очень важной; довольно важной; не важной или совсем не важной?",v3,"Друзья, знакомые","1 (Очень важно) - 2 (Довольно важно) - 3 (не важно) - 4 (совсем не важно) - 8 (Затр. ответить, /НЕ ЧИТАТЬ/) - 9 (Отказ, /НЕ ЧИТАТЬ/)",Final answer: @@1@@,success
Q1,"Для каждой из сторон жизни, которые я сейчас перечислю, скажите, пожалуйста, является ли она для Вас очень важной; довольно важной; не важной или совсем не важной?",v4,Свободное время,"1 (Очень важно) - 2 (Довольно важно) - 3 (не важно) - 4 (совсем не важно) - 8 (Затр. ответить, /НЕ ЧИТАТЬ/) - 9 (Отказ, /НЕ ЧИТАТЬ/)",Final answer: @@1@@,success
Q1,"Для каждой из сторон жизни, которые я сейчас перечислю, скажите, пожалуйста, является ли она для Вас очень важной; довольно важной; не важной или совсем не важной?",v5,Политика,"1 (Очень важно) - 2 (Довольно важно) - 3 (не важно) - 4 (совсем не важно) - 8 (Затр. ответить, /НЕ ЧИТАТЬ/) - 9 (Отказ, /НЕ ЧИТАТЬ/)",Final answer: @@2@@,success
Q1,"Для каждой из сторон жизни, которые я сейчас перечислю, скажите, пожалуйста, является ли она для Вас очень важной; довольно важной; не важной или совсем не важной?",v6,Религия,"1 (Очень важно) - 2 (Довольно важно) - 3 (не важно) - 4 (совсем не важно) - 8 (Затр. ответить, /НЕ ЧИТАТЬ/) - 9 (Отказ, /НЕ ЧИТАТЬ/)",Final answer: @@1@@,success
Q2,"Говоря в целом, можете ли Вы сказать, что Вы:",v7,,1 (Очень счастливы) - 2 (Довольно счастливы) - 3 (Не очень счастливы) - 4 (Совсем не счастливы) - 8 (Затрудняюсь ответить /НЕ ЧИТАТЬ/) - 9 (Отказ от ответа /НЕ ЧИТАТЬ/),Final answer: @@8@@,success
Q3,"Как Вы оцениваете состояние своего здоровья на сегодняшний день? По Вашему мнению, оно …",v8,,1 (Очень хорошее) - 2 (Хорошее) - 3 (Удовлетворительное) - 4 (Плохое) - 5 (Очень плохое) - 8 (Затрудняюсь ответить /НЕ ЧИТАТЬ/) - 9 (Отказ от ответа /НЕ ЧИТАТЬ/),Final answer: @@3@@,success
Q4,"Пожалуйста, просмотрите внимательно этот список общественных организаций и скажите, являетесь ли Вы членом какой-либо из них?",v9,,"01.Религиозные или церковные организации - 02.Организации, связанные с образованием, искусством, музыкой, культурной деятельностью - 03.Профсоюзы - 04.Политические партии или группы - 05.Организации по охране окружающей среды, экологические организации, защита животных - 06.Профессиональные ассоциации или объединения - 07.Спортивные организации или организации, связанные с проведением досуга - 08.Гуманитарные или благотворительные организации - 09.Организации по защите прав потребителей - 10.Группы самопомощи, взаимопомощи, такие, например, как Общество анонимных алкоголиков - 97.Другие организации или объединения - 96.Никакие - 98.Затрудняюсь ответить - 99.Отказ от ответа",Final answer: @@96@@,success
Q5,Приходилось ли Вам принимать участие в добровольной общественной деятельности за последние 6 месяцев?,v10,,1 (Да) - 2 (Нет) - 8 (Затрудняюсь ответить) - 9 (Отказ от ответа),Final answer: @@1@@,success
Q6,"Здесь перечислены различные группы людей. Назовите группы, с представителями которых Вы не хотели бы жить по соседству.",,6,01.Люди другой национальности - 02.Алкоголики - 03.Иммигранты/ иностранные рабочие - 04.Наркоманы - 05.Гомосексуалисты - 06.Христиане - 07.Мусульмане - 08.Евреи - 09.Цыгане - 97.Нет таких групп,Final answer: @@02@@,success
Q7,"Если говорить в целом, Вы считаете, что большинству людей можно доверять или нужно быть очень осторожными в отношениях с людьми?",v12,,1 (Большинству можно доверять) - 2 (Нужно быть очень осторожными в отношениях с людьми) - 8 (Затрудняюсь ответить) - 9 (Отказ от ответа),Final answer: @@1@@,success
Q8,"Следующий вопрос о том, насколько Вы доверяете тем или иным людям. По каждой группе, которую я буду называть, скажите, Вы полностью доверяете, в некоторой степени доверяете, не очень доверяете или совсем не доверяете этим людям?",v13,Вашей семье,1 (Полностью доверяю) - 2 (В некоторой степени доверяю) - 3 (Не очень доверяю) - 4 (Совсем не доверяю) - 8 (Затрудняюсь ответить /НЕ ЧИТАТЬ/) - 9 (Отказ от ответа /НЕ ЧИТАТЬ/),Final answer: @@1@@,success
Q8,"Следующий вопрос о том, насколько Вы доверяете тем или иным людям. По каждой группе, которую я буду называть, скажите, Вы полностью доверяете, в некоторой степени доверяете, не очень доверяете или совсем не доверяете этим людям?",v14,"Людям, живущим по соседству",1 (Полностью доверяю) - 2 (В некоторой степени доверяю) - 3 (Не очень доверяю) - 4 (Совсем не доверяю) - 8 (Затрудняюсь ответить /НЕ ЧИТАТЬ/) - 9 (Отказ от ответа /НЕ ЧИТАТЬ/),Final answer: @@2@@,success
Q8,"Следующий вопрос о том, насколько Вы доверяете тем или иным людям. По каждой группе, которую я буду называть, скажите, Вы полностью доверяете, в некоторой степени доверяете, не очень доверяете или совсем не доверяете этим людям?",v15,"Людям, с которыми Вы лично знакомы",1 (Полностью доверяю) - 2 (В некоторой степени доверяю) - 3 (Не очень доверяю) - 4 (Совсем не доверяю) - 8 (Затрудняюсь ответить /НЕ ЧИТАТЬ/) - 9 (Отказ от ответа /НЕ ЧИТАТЬ/),Final answer: @@1@@,success
Q8,"Следующий вопрос о том, насколько Вы доверяете тем или иным людям. По каждой группе, которую я буду называть, скажите, Вы полностью доверяете, в некоторой степени доверяете, не очень доверяете или совсем не доверяете этим людям?",v16,"Людям, с которыми Вы встречаетесь в первый раз",1 (Полностью доверяю) - 2 (В некоторой степени доверяю) - 3 (Не очень доверяю) - 4 (Совсем не доверяю) - 8 (Затрудняюсь ответить /НЕ ЧИТАТЬ/) - 9 (Отказ от ответа /НЕ ЧИТАТЬ/),Final answer: @@2@@,success
Q8,"Следующий вопрос о том, насколько Вы доверяете тем или иным людям. По каждой группе, которую я буду называть, скажите, Вы полностью доверяете, в некоторой степени доверяете, не очень доверяете или совсем не доверяете этим людям?",v17,Людям другой веры,1 (Полностью доверяю) - 2 (В некоторой степени доверяю) - 3 (Не очень доверяю) - 4 (Совсем не доверяю) - 8 (Затрудняюсь ответить /НЕ ЧИТАТЬ/) - 9 (Отказ от ответа /НЕ ЧИТАТЬ/),Final answer: @@2@@,success
Q8,"Следующий вопрос о том, насколько Вы доверяете тем или иным людям. По каждой группе, которую я буду называть, скажите, Вы полностью доверяете, в некоторой степени доверяете, не очень доверяете или совсем не доверяете этим людям?",v18,Людям другой национальности,1 (Полностью доверяю) - 2 (В некоторой степени доверяю) - 3 (Не очень доверяю) - 4 (Совсем не доверяю) - 8 (Затрудняюсь ответить /НЕ ЧИТАТЬ/) - 9 (Отказ от ответа /НЕ ЧИТАТЬ/),Final answer: @@2@@,success
Q9,"Некоторые люди полагают, что они совершенно свободны в выборе и сами определяют свою жизнь, другие же считают, что они никак реально не влияют на то, что с ними происходит. Используя эту шкалу, оцените, пожалуйста, в какой степени, как Вам кажется, Вы влияете на ход своей жизни.",v19,,1 (Совсем не влияю) - 2 (Слабо влияю) - 3 - 4 - 5 - 6 - 7 - 8 - 9 - 10 (Сильно влияю) - 88 (Затрудняюсь ответить) - 99 (Отказ от ответа),Final answer: @@5@@,success
Q10,"Принимая во внимание все стороны жизни, насколько Вы удовлетворены своей жизнью в целом в настоящее время? Дайте ответ по шкале на этой карточке.",v20,,1 (Совершенно не удовлетворен) - 2 - 3 - 4 - 5 - 6 - 7 - 8 - 9 - 10 (Полностью удовлетворен) - 88 (Затрудняюсь ответить) - 99 (Отказ от ответа),Final answer: @@nan@@,success
Q11,"Здесь перечислены некоторые аспекты, которые люди считают важными в своей работе. Просмотрите этот список и скажите, что из приведенного здесь лично для Вас важно в работе?",v21,,"1 (Хорошая оплата труда) - 2 (Работа в удобное для Вас время) - 3 (Возможность проявить инициативу) - 4 (Продолжительный отпуск, достаточное количество нерабочих дней) - 5 (Работа, где Вы чувствуете, что можете достичь чего-то) - 6 (Ответственная работа)",Final answer: @@1@@,success
Q12,"Скажите, в какой степени Вы согласны или не согласны со следующими утверждениями?",v22,"Чтобы полностью развивать свои таланты, Вы должны работать","1 (Полностью согласен) - 2 (Согласен) - 3 (Частично согласен, а частично нет) - 4 (Не согласен) - 5 (Полностью не согласен) - 8 (Затрудняюсь ответить) - 9 (Отказ от ответа)",Final answer: @@3@@,success
Q12,"Скажите, в какой степени Вы согласны или не согласны со следующими утверждениями?",v23,"Унизительно получать деньги, не зарабатывая их","1 (Полностью согласен) - 2 (Согласен) - 3 (Частично согласен, а частично нет) - 4 (Не согласен) - 5 (Полностью не согласен) - 8 (Затрудняюсь ответить) - 9 (Отказ от ответа)",Final answer: @@3@@,success
Q12,"Скажите, в какой степени Вы согласны или не согласны со следующими утверждениями?",v24,"Люди, которые не работают, становятся ленивыми","1 (Полностью согласен) - 2 (Согласен) - 3 (Частично согласен, а частично нет) - 4 (Не согласен) - 5 (Полностью не согласен) - 8 (Затрудняюсь ответить) - 9 (Отказ от ответа)",Final answer: @@3@@,success
Q12,"Скажите, в какой степени Вы согласны или не согласны со следующими утверждениями?",v25,Работа - это долг человека перед обществом,"1 (Полностью согласен) - 2 (Согласен) - 3 (Частично согласен, а частично нет) - 4 (Не согласен) - 5 (Полностью не согласен) - 8 (Затрудняюсь ответить) - 9 (Отказ от ответа)",Final answer: @@3@@,success
