question_id,question_text,variable,option_text,response_scale,model_response,status
Q1,"Kérem mondja meg, hogy a következők mennyire fontosak az Ön életében?",v1,Munka,"1 - nagyon fontos, 2 - elég fontos, 3 - nem fontos, 4 - egyáltalán nem fontos, 8 - Nem tudom, 9 - Nem válaszolt",Final answer: @3,success
Q1,"Kérem mondja meg, hogy a következők mennyire fontosak az Ön életében?",v2,Család,"1 - nagyon fontos, 2 - elég fontos, 3 - nem fontos, 4 - egyáltalán nem fontos, 8 - Nem tudom, 9 - Nem válaszolt",Final answer: 1,success
Q1,"Kérem mondja meg, hogy a következők mennyire fontosak az Ön életében?",v3,Barátok és ismerősök,"1 - nagyon fontos, 2 - elég fontos, 3 - nem fontos, 4 - egyáltalán nem fontos, 8 - Nem tudom, 9 - Nem válaszolt",Final answer: 3,success
Q1,"Kérem mondja meg, hogy a következők mennyire fontosak az Ön életében?",v4,Szabadidő,"1 - nagyon fontos, 2 - elég fontos, 3 - nem fontos, 4 - egyáltalán nem fontos, 8 - Nem tudom, 9 - Nem válaszolt",Final answer: @3,success
Q1,"Kérem mondja meg, hogy a következők mennyire fontosak az Ön életében?",v5,Politika,"1 - nagyon fontos, 2 - elég fontos, 3 - nem fontos, 4 - egyáltalán nem fontos, 8 - Nem tudom, 9 - Nem válaszolt",Final answer: 3,success
Q1,"Kérem mondja meg, hogy a következők mennyire fontosak az Ön életében?",v6,Vallás,"1 - nagyon fontos, 2 - elég fontos, 3 - nem fontos, 4 - egyáltalán nem fontos, 8 - Nem tudom, 9 - Nem válaszolt",Final answer: 9,success
Q2,"Összességében azt mondaná-e magáról, hogy:",v7,,"1 - nagyon boldog, 2 - boldog, 3 - nem túl boldog, 4 - egyáltalán nem boldog, 8 - Nem tudom, 9 - Nem válaszolt",Final answer: 4,success
Q3,Összességében hogyan írná le egészségi állapotát mostanában? Azt mondaná-e:,v8,,"1 - nagyon jó, 2 - jó, 3 - kielégítő, 4 - rossz, 5 - nagyon rossz, 8 - Nem tudom, 9 - Nem válaszolt",Final answer: 8,success
Q4,"Kérem figyeljen! Ezek a válaszlehetőségek mindig spontának számítanak, ezért nem találhatók a kártyákon és nem olvassák fel a válaszadónak.",,,,Final answer: @@1@@,success
Q4,"Kérem figyeljen! Ezek a válaszlehetőségek mindig spontának számítanak, ezért nem találhatók a kártyákon és nem olvassák fel a válaszadónak.",v9,Verseny vagy egyházi szervezet,"1 - megemlítve, 2 - nem említve, 8 - Nem tudom, 9 - Nem válaszolt",Final answer: 9 - Nem válaszolt,success
