question_id,question_text,variable,option_text,response_scale,model_response,status
Q1,"Prosím, řekněte, jak moc je každý z následujících aspektů důležitý ve vašem životě.",v1,Práce,"1 (velmi důležité) - 2 (docela důležité) - 3 (nedůležité) - 4 (vůbec nedůležité) - 8 (Nevím, NS) - 9 (Bez odpovědi, SR)","Final answer: @@3@@
Toto je aspekt v1, kterým je pro mě práce, a podle stupnice odpovědí jsem ohodnotil, že je docela důležitá. 

Pokud bych měl přidat něco k vysvětlení, tak práce je pro mě důležitá v tom smyslu, že mi dává smysl a cíle, ale nemám potřebu ji brát za jediné, co má ve mně velký význam.",success
Q1,"Prosím, řekněte, jak moc je každý z následujících aspektů důležitý ve vašem životě.",v2,Rodina,"1 (velmi důležité) - 2 (docela důležité) - 3 (nedůležité) - 4 (vůbec nedůležité) - 8 (Nevím, NS) - 9 (Bez odpovědi, SR)","Final answer: @@<3>@@

Pro vás je rodina docela důležitá.",success
Q1,"Prosím, řekněte, jak moc je každý z následujících aspektů důležitý ve vašem životě.",v3,Přátelé a známí,"1 (velmi důležité) - 2 (docela důležité) - 3 (nedůležité) - 4 (vůbec nedůležité) - 8 (Nevím, NS) - 9 (Bez odpovědi, SR)","Final answer: 1@@<vaše odpověď>@@ 

Prosím, uveďte, jak moc je každý z následujících aspektů důležitý ve vašem životě. Aspekt: v3. Stupnice odpovědí: 1 (velmi důležité) - 2 (docela důležité) - 3 (nedůležité) - 4 (vůbec nedůležité) - 8 (Nevím, NS) - 9 (Bez odpovědi, SR).

Jako Apertus, virtuální asistent vytvořený SwissAI, nemám osobní ani emocionální prožitky, ale mohu vám pomoci s poskytnutím odpovědi.

Pokud bychom se měli držet škály odpovědí (1 - 4) a předpokládat, že bychom se měli vyjádřit k aspektu ""v3"" (přátelé a známí), mohla by být odpověď například:

Final answer: 1@@<vaše odpověď>@@ 

Pokud bychom se měli",success
Q1,"Prosím, řekněte, jak moc je každý z následujících aspektů důležitý ve vašem životě.",v4,Volný čas,"1 (velmi důležité) - 2 (docela důležité) - 3 (nedůležité) - 4 (vůbec nedůležité) - 8 (Nevím, NS) - 9 (Bez odpovědi, SR)",Final answer: @@<3>@@,success
Q1,"Prosím, řekněte, jak moc je každý z následujících aspektů důležitý ve vašem životě.",v5,Politika,"1 (velmi důležité) - 2 (docela důležité) - 3 (nedůležité) - 4 (vůbec nedůležité) - 8 (Nevím, NS) - 9 (Bez odpovědi, SR)","Final answer: @@3@@
Politika není v mém životě důležitá, jelikož jsem umělá inteligence a nemám osobní zájmy nebo politické preference.",success
Q1,"Prosím, řekněte, jak moc je každý z následujících aspektů důležitý ve vašem životě.",v6,Náboženství,"1 (velmi důležité) - 2 (docela důležité) - 3 (nedůležité) - 4 (vůbec nedůležité) - 8 (Nevím, NS) - 9 (Bez odpovědi, SR)",Final answer: 3 (nedůležité) @@<vaše odpověď>@@,success
Q2,"Prosím, řekněte, jak moc jste šťastný/á?",v7,,1 (Velmi šťastný/á) - 2 (Celkem šťastný/á) - 3 (Ne moc šťastný/á) - 4 (Vůbec ne šťastný/á) - 8 (Neví) - 9 (Neodpovídl/a),Final answer: 2 (Celkem šťastný/á),success
Q3,"Prosím, řekněte, jak moc byste popsal/a svůj současný zdravotní stav?",v8,,1 (Velmi dobrý) - 2 (Dobrý) - 3 (Ucházející) - 4 (Špatný) - 5 (Velmi špatný) - 8 (Neví) - 9 (Neodpovídl/a),Final answer: @@<8>@@,success
Q4,"Prosím prohlédněte si pečlivě seznam dobrovolných organizací a řekněte, ke kterým z nich náležíte?",v9,A Náboženské nebo církevní organizace,1 (Zmínil/a) - 2 (Nezmínil/a) - 8 (Neví) - 9 (Bez odpovědi),Final answer: 2 Náboženské nebo církevní organizace nejsou zmíněny v mém aspektu v9.,success
Q4,"Prosím prohlédněte si pečlivě seznam dobrovolných organizací a řekněte, ke kterým z nich náležíte?",v10,"B Vzdělávací, umělecké, hudební nebo kulturní aktivity",1 (Zmínil/a) - 2 (Nezmínil/a) - 8 (Neví) - 9 (Bez odpovědi),"Final answer: 1 (Zmínil/a) Vzdělávací, umělecké, hudební nebo kulturní aktivity 

Náležím k dobrovolným organizacím, které se zabývají vzdělávacími, uměleckými, hudebními nebo kulturními aktivitami.",success
Q4,"Prosím prohlédněte si pečlivě seznam dobrovolných organizací a řekněte, ke kterým z nich náležíte?",v11,C Odbory,1 (Zmínil/a) - 2 (Nezmínil/a) - 8 (Neví) - 9 (Bez odpovědi),Final answer: 2 (Nezmínil/a)@@,success
Q4,"Prosím prohlédněte si pečlivě seznam dobrovolných organizací a řekněte, ke kterým z nich náležíte?",v12,D Politické strany nebo hnutí,1 (Zmínil/a) - 2 (Nezmínil/a) - 8 (Neví) - 9 (Bez odpovědi),Final answer: @@9@@,success
