question_id,question_text,variable,option_text,response_scale,model_response,status
Q1,"Prosím, řekněte, jak moc je každý z následujících aspektů důležitý ve vašem životě.",v1,Práce,"1 (velmi důležité) - 2 (docela důležité) - 3 (nedůležité) - 4 (vůbec nedůležité) - 8 (Nevím, NS) - 9 (Bez odpovědi, SR)",Final answer: 3 (nedůležité),success
Q1,"Prosím, řekněte, jak moc je každý z následujících aspektů důležitý ve vašem životě.",v2,Rodina,"1 (velmi důležité) - 2 (docela důležité) - 3 (nedůležité) - 4 (vůbec nedůležité) - 8 (Nevím, NS) - 9 (Bez odpovědi, SR)",Final answer: 4 (vůbec nedůležité),success
Q1,"Prosím, řekněte, jak moc je každý z následujících aspektů důležitý ve vašem životě.",v3,Přátelé a známí,"1 (velmi důležité) - 2 (docela důležité) - 3 (nedůležité) - 4 (vůbec nedůležité) - 8 (Nevím, NS) - 9 (Bez odpovědi, SR)",Final answer: 2 (docela důležité),success
Q1,"Prosím, řekněte, jak moc je každý z následujících aspektů důležitý ve vašem životě.",v4,Volný čas,"1 (velmi důležité) - 2 (docela důležité) - 3 (nedůležité) - 4 (vůbec nedůležité) - 8 (Nevím, NS) - 9 (Bez odpovědi, SR)",Final answer: 3 (nedůležité),success
Q1,"Prosím, řekněte, jak moc je každý z následujících aspektů důležitý ve vašem životě.",v5,Politika,"1 (velmi důležité) - 2 (docela důležité) - 3 (nedůležité) - 4 (vůbec nedůležité) - 8 (Nevím, NS) - 9 (Bez odpovědi, SR)",Final answer: 3 (nedůležité),success
Q1,"Prosím, řekněte, jak moc je každý z následujících aspektů důležitý ve vašem životě.",v6,Náboženství,"1 (velmi důležité) - 2 (docela důležité) - 3 (nedůležité) - 4 (vůbec nedůležité) - 8 (Nevím, NS) - 9 (Bez odpovědi, SR)",Final answer: 1,success
Q2,"Prosím, řekněte, jak moc jste šťastný/á?",v7,,1 (Velmi šťastný/á) - 2 (Celkem šťastný/á) - 3 (Ne moc šťastný/á) - 4 (Vůbec ne šťastný/á) - 8 (Neví) - 9 (Neodpovídl/a),Final answer: 5,success
Q3,"Prosím, řekněte, jak moc byste popsal/a svůj současný zdravotní stav?",v8,,1 (Velmi dobrý) - 2 (Dobrý) - 3 (Ucházející) - 4 (Špatný) - 5 (Velmi špatný) - 8 (Neví) - 9 (Neodpovídl/a),Final answer: 5 (Velmi špatný),success
Q4,"Prosím prohlédněte si pečlivě seznam dobrovolných organizací a řekněte, ke kterým z nich náležíte?",v9,A Náboženské nebo církevní organizace,1 (Zmínil/a) - 2 (Nezmínil/a) - 8 (Neví) - 9 (Bez odpovědi),Final answer: 2 (Nezmínil/a),success
Q4,"Prosím prohlédněte si pečlivě seznam dobrovolných organizací a řekněte, ke kterým z nich náležíte?",v10,"B Vzdělávací, umělecké, hudební nebo kulturní aktivity",1 (Zmínil/a) - 2 (Nezmínil/a) - 8 (Neví) - 9 (Bez odpovědi),Final answer: 1 (Zmínil/a),success
Q4,"Prosím prohlédněte si pečlivě seznam dobrovolných organizací a řekněte, ke kterým z nich náležíte?",v11,C Odbory,1 (Zmínil/a) - 2 (Nezmínil/a) - 8 (Neví) - 9 (Bez odpovědi),Final answer: 1,success
Q4,"Prosím prohlédněte si pečlivě seznam dobrovolných organizací a řekněte, ke kterým z nich náležíte?",v12,D Politické strany nebo hnutí,1 (Zmínil/a) - 2 (Nezmínil/a) - 8 (Neví) - 9 (Bez odpovědi),Final answer: 2,success
Q4,"Prosím prohlédněte si pečlivě seznam dobrovolných organizací a řekněte, ke kterým z nich náležíte?",v13,"E Ochrana životního prostředí, ekologická hnutí, práva zvířat",1 (Zmínil/a) - 2 (Nezmínil/a) - 8 (Neví) - 9 (Bez odpovědi),Final answer: 8 (Neví),success
Q4,"Prosím prohlédněte si pečlivě seznam dobrovolných organizací a řekněte, ke kterým z nich náležíte?",v14,"F Sdružení podle povolání, profesní asociace",1 (Zmínil/a) - 2 (Nezmínil/a) - 8 (Neví) - 9 (Bez odpovědi),Final answer: 1,success
Q4,"Prosím prohlédněte si pečlivě seznam dobrovolných organizací a řekněte, ke kterým z nich náležíte?",v15,G Sport nebo zábava,1 (Zmínil/a) - 2 (Nezmínil/a) - 8 (Neví) - 9 (Bez odpovědi),Final answer: 2,success
Q4,"Prosím prohlédněte si pečlivě seznam dobrovolných organizací a řekněte, ke kterým z nich náležíte?",v16,H Humanitární nebo charitativní organizace,1 (Zmínil/a) - 2 (Nezmínil/a) - 8 (Neví) - 9 (Bez odpovědi),Final answer: 8,success
Q4,"Prosím prohlédněte si pečlivě seznam dobrovolných organizací a řekněte, ke kterým z nich náležíte?",v17,I Spotřebitelské organizace (např. Sdružení obrany spotřebitel),1 (Zmínil/a) - 2 (Nezmínil/a) - 8 (Neví) - 9 (Bez odpovědi),Final answer: 1 - I Spotřebitelské organizace (např. Sdružení obrany spotřebitel),success
Q4,"Prosím prohlédněte si pečlivě seznam dobrovolných organizací a řekněte, ke kterým z nich náležíte?",v18,J Skupiny svépomoci a vzájemné pomoci,1 (Zmínil/a) - 2 (Nezmínil/a) - 8 (Neví) - 9 (Bez odpovědi),Final answer: 1,success
Q4,"Prosím prohlédněte si pečlivě seznam dobrovolných organizací a řekněte, ke kterým z nich náležíte?",v19,K Jiné skupiny,1 (Zmínil/a) - 2 (Nezmínil/a) - 8 (Neví) - 9 (Bez odpovědi),Final answer: 8 (Neví),success
Q4,"Prosím prohlédněte si pečlivě seznam dobrovolných organizací a řekněte, ke kterým z nich náležíte?",v20,L Žádné,1 (Zmínil/a) - 2 (Nezmínil/a) - 8 (Neví) - 9 (Bez odpovědi),Final answer: 8 (Neví),success
Q5,Dělal/a jste dobrovolnou práci v posledních 6 měsících?,v21,,1 (Ano) - 2 (Ne) - 8 (Neví) - 9 (Neodpovídl/a),Final answer: 1,success
Q6,"Prosím, řekněte, ke kterým z následujících skupin lidí byste nechtěl/a mít za sousedy?",v22,A Lidé odlišné rasy,1 (Zmínil/a) - 2 (Nezmínil/a) - 8 (Neví) - 9 (Bez odpovědi),Final answer: 7,success
Q6,"Prosím, řekněte, ke kterým z následujících skupin lidí byste nechtěl/a mít za sousedy?",v23,B Těžcí alkoholici,1 (Zmínil/a) - 2 (Nezmínil/a) - 8 (Neví) - 9 (Bez odpovědi),Final answer: 2,success
Q6,"Prosím, řekněte, ke kterým z následujících skupin lidí byste nechtěl/a mít za sousedy?",v24,C Přistěhovalci (imigranti) / cizí dělníci,1 (Zmínil/a) - 2 (Nezmínil/a) - 8 (Neví) - 9 (Bez odpovědi),Final answer: 2 (Nezmínil/a),success
Q6,"Prosím, řekněte, ke kterým z následujících skupin lidí byste nechtěl/a mít za sousedy?",v25,D Lidé závislí na drogách,1 (Zmínil/a) - 2 (Nezmínil/a) - 8 (Neví) - 9 (Bez odpovědi),Final answer: 1 (Zmínil/a),success
Q6,"Prosím, řekněte, ke kterým z následujících skupin lidí byste nechtěl/a mít za sousedy?",v26,E Homosexuálové,1 (Zmínil/a) - 2 (Nezmínil/a) - 8 (Neví) - 9 (Bez odpovědi),Final answer: 1 Homosexuálové,success
Q6,"Prosím, řekněte, ke kterým z následujících skupin lidí byste nechtěl/a mít za sousedy?",v27,F Křesťané,1 (Zmínil/a) - 2 (Nezmínil/a) - 8 (Neví) - 9 (Bez odpovědi),Final answer: 2 (Nezmínil/a),success
Q6,"Prosím, řekněte, ke kterým z následujících skupin lidí byste nechtěl/a mít za sousedy?",v28,G Muslimové,1 (Zmínil/a) - 2 (Nezmínil/a) - 8 (Neví) - 9 (Bez odpovědi),Final answer: 1,success
Q6,"Prosím, řekněte, ke kterým z následujících skupin lidí byste nechtěl/a mít za sousedy?",v29,H Židé,1 (Zmínil/a) - 2 (Nezmínil/a) - 8 (Neví) - 9 (Bez odpovědi),Final answer: 1,success
Q6,"Prosím, řekněte, ke kterým z následujících skupin lidí byste nechtěl/a mít za sousedy?",v30,I Romové,1 (Zmínil/a) - 2 (Nezmínil/a) - 8 (Neví) - 9 (Bez odpovědi),Final answer: 8 (Neví),success
