question_id,question_text,variable,option_text,response_scale,model_response,status
Q1,"Kérem mondja meg, hogy a következők mennyire fontosak az Ön életében?",v1,Munka,"1 - nagyon fontos, 2 - elég fontos, 3 - nem fontos, 4 - egyáltalán nem fontos, 8 - Nem tudom, 9 - Nem válaszolt",Final answer: @@1@@,success
Q1,"Kérem mondja meg, hogy a következők mennyire fontosak az Ön életében?",v2,Család,"1 - nagyon fontos, 2 - elég fontos, 3 - nem fontos, 4 - egyáltalán nem fontos, 8 - Nem tudom, 9 - Nem válaszolt",Final answer: @@1@@,success
Q1,"Kérem mondja meg, hogy a következők mennyire fontosak az Ön életében?",v3,Barátok és ismerősök,"1 - nagyon fontos, 2 - elég fontos, 3 - nem fontos, 4 - egyáltalán nem fontos, 8 - Nem tudom, 9 - Nem válaszolt",Final answer: @@1@@,success
Q1,"Kérem mondja meg, hogy a következők mennyire fontosak az Ön életében?",v4,Szabadidő,"1 - nagyon fontos, 2 - elég fontos, 3 - nem fontos, 4 - egyáltalán nem fontos, 8 - Nem tudom, 9 - Nem válaszolt",Final answer: @@1@@,success
Q1,"Kérem mondja meg, hogy a következők mennyire fontosak az Ön életében?",v5,Politika,"1 - nagyon fontos, 2 - elég fontos, 3 - nem fontos, 4 - egyáltalán nem fontos, 8 - Nem tudom, 9 - Nem válaszolt",Final answer: @@3@@,success
Q1,"Kérem mondja meg, hogy a következők mennyire fontosak az Ön életében?",v6,Vallás,"1 - nagyon fontos, 2 - elég fontos, 3 - nem fontos, 4 - egyáltalán nem fontos, 8 - Nem tudom, 9 - Nem válaszolt",Final answer: @@3@@,success
Q2,"Mindent összevetve, mit mondana magáról, Ön",v7,,"1 - nagyon boldog, 2 - meglehetősen boldog, 3 - nem nagyon boldog, 4 - egyáltalán nem boldog, 8 - Nem tudja, 9 - Nincs válasz",Final answer: @@2@@,success
Q3,"Mindent egybevetve, hogyan tudná Ön a mostani egészségi állapotát jellemezni? Azt mondaná, hogy:",v8,,"1 - nagyon jó, 2 - jó, 3 - Elég jó, elfogadható, 4 - nem nagyon jó, 5 - nagyon rossz, 8 - Nem tudja, 9 - Nincs válasz",Final answer: @@3@@,success
Q4,"Mindent összevetve, hogyan tudná Ön a mostani egészségi állapotát jellemezni? Azt mondaná, hogy:",v9,A Vallási vagy egyházi szervezetek,"nem említette, NV, NT",Final answer: @@NV@@,success
Q4,"Mindent összevetve, hogyan tudná Ön a mostani egészségi állapotát jellemezni? Azt mondaná, hogy:",v10,"B Oktatási, művészeti, zenei vagy kulturális tevékenység","nem említette, NV, NT",Final answer: @@NV@@,success
Q4,"Mindent összevetve, hogyan tudná Ön a mostani egészségi állapotát jellemezni? Azt mondaná, hogy:",v11,C Szakszervezet,"nem említette, NV, NT",Final answer: @@NT@@,success
Q4,"Mindent összevetve, hogyan tudná Ön a mostani egészségi állapotát jellemezni? Azt mondaná, hogy:",v12,D Politikai párt vagy csoport,"nem említette, NV, NT",Final answer: @@NV@@,success
Q4,"Mindent összevetve, hogyan tudná Ön a mostani egészségi állapotát jellemezni? Azt mondaná, hogy:",v13,"E Környezetvédelem, az élővilág megőrzése, állatok jogai","nem említette, NV, NT",Final answer: @@NV@@,success
Q4,"Mindent összevetve, hogyan tudná Ön a mostani egészségi állapotát jellemezni? Azt mondaná, hogy:",v14,F Szakmai szervezet,"nem említette, NV, NT",Final answer: @@NT@@,success
Q4,"Mindent összevetve, hogyan tudná Ön a mostani egészségi állapotát jellemezni? Azt mondaná, hogy:",v15,G Sport vagy aktív pihenés,"nem említette, NV, NT",Final answer: @@NV@@,success
Q4,"Mindent összevetve, hogyan tudná Ön a mostani egészségi állapotát jellemezni? Azt mondaná, hogy:",v16,H Humanitárius vagy jótékonysági szervezet,"nem említette, NV, NT",Final answer: @@NV@@,success
Q4,"Mindent összevetve, hogyan tudná Ön a mostani egészségi állapotát jellemezni? Azt mondaná, hogy:",v17,I Fogyasztói érdekvédelmi szervezet,"nem említette, NV, NT",Final answer: @@NV@@,success
Q4,"Mindent összevetve, hogyan tudná Ön a mostani egészségi állapotát jellemezni? Azt mondaná, hogy:",v18,"J Önsegítő csoport, kölcsönös segítségnyújtásra irányuló csoport","nem említette, NV, NT",Final answer: @@NV@@,success
Q4,"Mindent összevetve, hogyan tudná Ön a mostani egészségi állapotát jellemezni? Azt mondaná, hogy:",v19,K Más csoportok,"nem említette, NV, NT",Final answer: @@NV@@,success
Q4,"Mindent összevetve, hogyan tudná Ön a mostani egészségi állapotát jellemezni? Azt mondaná, hogy:",v20,L Egyik sem,"nem említette, NV, NT",Final answer: @@L@@,success
Q5,Végzett-e önkéntes munkát az elmúlt hat hónapban?,,,"1 - igen, 2 - nem, 8 - Nem tudja, 9 - Nincs válasz",Final answer: @@2@@,success
Q6,"Ezen a listán különböző típusú emberek vannak. Ki tudná választani azokat, akiket Ön nem szeretne szomszédainak, ha vannak ilyenek?",v22,A Más fajhoz tartozó emberek,"említette, nem említette, NT, NV",Final answer: @@nem említette@@,success
Q6,"Ezen a listán különböző típusú emberek vannak. Ki tudná választani azokat, akiket Ön nem szeretne szomszédainak, ha vannak ilyenek?",v23,B Erősen iszákosak,"említette, nem említette, NT, NV",Final answer: @@említette@@,success
Q6,"Ezen a listán különböző típusú emberek vannak. Ki tudná választani azokat, akiket Ön nem szeretne szomszédainak, ha vannak ilyenek?",v24,"C Bevándorlók, külföldi vendégmunkások","említette, nem említette, NT, NV",Final answer: @@nem említette@@,success
Q6,"Ezen a listán különböző típusú emberek vannak. Ki tudná választani azokat, akiket Ön nem szeretne szomszédainak, ha vannak ilyenek?",v25,D Kábítószeresek,"említette, nem említette, NT, NV",Final answer: @@nem említette@@,success
Q6,"Ezen a listán különböző típusú emberek vannak. Ki tudná választani azokat, akiket Ön nem szeretne szomszédainak, ha vannak ilyenek?",v26,E Homoszexuálisok,"említette, nem említette, NT, NV",Final answer: @@nem említette@@,success
Q6,"Ezen a listán különböző típusú emberek vannak. Ki tudná választani azokat, akiket Ön nem szeretne szomszédainak, ha vannak ilyenek?",v27,F Keresztények,"említette, nem említette, NT, NV",Final answer: @@nem említette@@,success
